depth,qubits,qasm_definition
9,5,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } qreg q[5]; creg c[5]; csx q[0],q[1]; r(2.3209592054866337,3.9587367945363168) q[4]; ry(3.921397951479893) q[3]; cx q[4],q[1]; csx q[2],q[0]; c3sqrtx q[3],q[4],q[2],q[0]; c3sqrtx q[4],q[0],q[1],q[2]; id q[3]; u1(5.78472288953651) q[4]; c3sqrtx q[2],q[0],q[3],q[1]; tdg q[0]; ccz q[2],q[1],q[3]; ccz q[1],q[0],q[4]; id q[2]; rzx(3.139607216534396) q[0],q[2]; ccz q[1],q[4],q[3]; c3sqrtx q[2],q[0],q[4],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } qreg q[3]; creg c[3]; ecr q[1],q[0]; z q[2]; cu1(1.6822394592345074) q[1],q[0]; t q[2]; u3(5.083893328690514,5.916545687429635,2.8578979331457557) q[2]; sx q[0]; sdg q[1]; sxdg q[2]; y q[1]; rx(0.3572673319095059) q[0]; u1(3.522521175842846) q[1]; cs q[0],q[2]; cp(1.040970221126649) q[0],q[1]; id q[2]; p(3.5025133933376256) q[0]; p(0.6366183022567764) q[2]; h q[1]; t q[1]; rz(6.052159497689088) q[2]; cswap q[2],q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[3]; creg c[3]; ccx q[0],q[2],q[1]; rccx q[1],q[2],q[0]; cswap q[1],q[2],q[0]; ccz q[0],q[1],q[2]; cswap q[0],q[2],q[1]; rx(3.425138429663726) q[0]; rx(3.8893322147666702) q[2]; ccz q[0],q[1],q[2]; cswap q[1],q[0],q[2]; rccx q[0],q[1],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; gate dcx q0,q1 { cx q0,q1; cx q1,q0; } qreg q[3]; creg c[3]; sdg q[0]; x q[1]; s q[0]; sxdg q[1]; h q[2]; tdg q[2]; cu3(1.2353794742853605,2.7584137378919253,0.34766831042978275) q[0],q[1]; cp(3.539700266056243) q[0],q[2]; id q[1]; crx(2.612747568502904) q[2],q[0]; sxdg q[0]; dcx q[1],q[2]; rz(3.488809393664787) q[2]; cy q[0],q[1]; u3(5.551109150939297,1.9174846251588415,3.455844112881064) q[1]; csx q[2],q[0]; crz(4.336560325131453) q[2],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,2,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } qreg q[2]; creg c[2]; x q[1]; x q[0]; rzz(5.932154196146855) q[0],q[1]; r(4.183653625383958,2.2648195206335298) q[1]; ecr q[0],q[1]; cry(4.3854199944390455) q[1],q[0]; r(0.34915291110842045,3.631757350210631) q[1]; cu3(3.9334393815696522,3.260712230795125,5.388260484604497) q[0],q[1]; swap q[1],q[0]; cz q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
9,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } qreg q[5]; creg c[5]; y q[4]; cswap q[2],q[0],q[1]; rccx q[3],q[1],q[4]; ch q[0],q[2]; sxdg q[0]; ccx q[2],q[3],q[1]; rccx q[3],q[0],q[4]; cswap q[3],q[4],q[1]; cswap q[3],q[1],q[0]; h q[2]; cswap q[4],q[2],q[3]; ccz q[3],q[0],q[2]; ryy(2.309720506394042) q[4],q[1]; rx(5.732285581503527) q[3]; ccx q[1],q[2],q[4]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
9,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate dcx q0,q1 { cx q0,q1; cx q1,q0; } qreg q[4]; creg c[4]; rcccx q[0],q[3],q[2],q[1]; u2(0.002644008345916016,3.107452354693276) q[3]; ccx q[2],q[1],q[0]; u(5.683404946287275,1.4582589103048689,3.6652980351719266) q[0]; h q[1]; rzz(1.9353950040048902) q[3],q[2]; rcccx q[3],q[0],q[1],q[2]; c3sqrtx q[1],q[2],q[0],q[3]; c3sqrtx q[3],q[0],q[1],q[2]; cswap q[3],q[1],q[2]; z q[2]; cswap q[3],q[0],q[1]; rx(2.758253741844243) q[2]; ry(5.041397953087143) q[3]; dcx q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
9,5,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } qreg q[5]; creg c[5]; rcccx q[3],q[2],q[1],q[0]; id q[4]; rcccx q[0],q[4],q[3],q[2]; cswap q[4],q[3],q[1]; id q[0]; u1(3.4256361034286225) q[1]; rccx q[0],q[4],q[3]; rcccx q[0],q[3],q[2],q[1]; tdg q[4]; cswap q[1],q[4],q[2]; csdg q[3],q[0]; c3sqrtx q[4],q[1],q[2],q[3]; u1(1.2817824612578883) q[0]; id q[1]; cswap q[4],q[3],q[0]; cswap q[2],q[3],q[4]; ch q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
9,5,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate dcx q0,q1 { cx q0,q1; cx q1,q0; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[5]; creg c[5]; sx q[3]; u(1.6373133508950917,2.5537525849905327,3.53158359260032) q[0]; rx(2.7804696720838153) q[1]; h q[4]; x q[4]; ry(1.105329342812423) q[1]; xx_plus_yy(3.8102155950972523,2.6023295143281344) q[3],q[0]; u2(2.594429964609886,4.263121361800906) q[2]; rcccx q[1],q[0],q[2],q[3]; rcccx q[4],q[3],q[2],q[0]; dcx q[2],q[1]; rz(0.6084794272435211) q[3]; id q[4]; s q[0]; sx q[2]; rz(1.1467815004050397) q[3]; cx q[0],q[1]; r(4.558355876706121,3.87297799050146) q[4]; z q[0]; cu3(4.356499469020881,1.9056555713409702,2.11800333089392) q[2],q[1]; s q[4]; p(3.5629920331337415) q[3]; c3sqrtx q[2],q[0],q[4],q[3]; u(3.799341276593637,0.19861189191759845,0.16625382593066576) q[1]; z q[0]; s q[2]; ry(0.12638245406486123) q[4]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[3]; creg c[3]; sx q[1]; cy q[2],q[0]; p(2.48361447025149) q[0]; id q[1]; sx q[2]; rx(4.100918775166521) q[1]; u1(4.7345700854089365) q[2]; u2(5.129213701993636,6.11359734197285) q[2]; ry(5.571588407086251) q[1]; y q[1]; y q[0]; u1(0.9969835723662346) q[2]; rccx q[2],q[0],q[1]; sxdg q[2]; cu(1.935503476953067,2.5466233972058774,1.1990282613601198,4.699340343430687) q[0],q[1]; u2(0.5549139305377025,3.5396371264262116) q[1]; u(4.182596953185522,0.8215611797283334,4.903096260554148) q[2]; s q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,4,"OPENQASM 2.0; include ""qelib1.inc""; gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } qreg q[4]; creg c[4]; csdg q[1],q[3]; u2(0.9837113391812319,1.9518876815237631) q[0]; rccx q[3],q[0],q[2]; ccz q[0],q[2],q[1]; csdg q[0],q[3]; sx q[2]; cswap q[0],q[3],q[1]; rccx q[0],q[2],q[3]; ccx q[3],q[0],q[1]; ccz q[1],q[3],q[0]; cry(0.6569585175717034) q[1],q[2]; ecr q[0],q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
9,5,"OPENQASM 2.0; include ""qelib1.inc""; gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[5]; creg c[5]; rx(5.357355579106619) q[0]; h q[2]; cz q[4],q[1]; u1(2.6716391725051234) q[0]; rx(0.9894140348584135) q[3]; id q[2]; h q[4]; ccx q[1],q[0],q[3]; sdg q[4]; id q[4]; cz q[2],q[0]; cs q[3],q[1]; id q[4]; rccx q[1],q[0],q[3]; ryy(0.7499875233064357) q[0],q[1]; ry(4.32149123182378) q[3]; ry(5.192051718527828) q[2]; swap q[1],q[4]; r(5.147582725301854,5.228761926481191) q[2]; crz(6.1565477141658755) q[0],q[3]; ccz q[4],q[3],q[2]; tdg q[1]; tdg q[0]; ry(2.833031686936504) q[3]; crx(0.3391658532928092) q[2],q[1]; sx q[0]; p(4.77765000545953) q[4]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
9,4,"OPENQASM 2.0; include ""qelib1.inc""; gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[4]; creg c[4]; c3sqrtx q[0],q[1],q[3],q[2]; rccx q[3],q[0],q[1]; u(1.8397357522045372,5.079337197362797,4.004854844114716) q[2]; rccx q[0],q[2],q[3]; c3sqrtx q[3],q[0],q[2],q[1]; c3sqrtx q[0],q[2],q[1],q[3]; c3sqrtx q[1],q[3],q[2],q[0]; cu1(0.8982576959510791) q[2],q[3]; ryy(2.0717147587401104) q[1],q[0]; c3sqrtx q[3],q[1],q[0],q[2]; rcccx q[1],q[3],q[0],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
9,4,"OPENQASM 2.0; include ""qelib1.inc""; gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } qreg q[4]; creg c[4]; sx q[1]; rccx q[3],q[2],q[0]; cu(2.4825957005002994,3.547767604972925,0.48705857321260604,0.6772731424701435) q[3],q[1]; cs q[0],q[2]; cu(1.8090742127231192,3.742514929850476,3.127106703335395,0.8436749280376385) q[1],q[2]; xx_minus_yy(5.281960128773129,4.159726268284879) q[0],q[3]; csdg q[3],q[2]; cu3(2.601147470362175,5.197025925258589,5.806971031367541) q[0],q[1]; crx(0.23310998036709202) q[1],q[2]; y q[0]; y q[3]; iswap q[2],q[0]; cx q[3],q[1]; ecr q[3],q[0]; csx q[1],q[2]; cry(1.2078724413451383) q[2],q[0]; ecr q[1],q[3]; cry(1.8225133524526913) q[2],q[1]; cu1(3.1359751732223073) q[0],q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
9,5,"OPENQASM 2.0; include ""qelib1.inc""; gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } qreg q[5]; creg c[5]; cswap q[4],q[2],q[0]; crz(2.174391526416305) q[3],q[1]; rcccx q[1],q[3],q[4],q[2]; t q[0]; rcccx q[1],q[4],q[3],q[0]; c3sqrtx q[2],q[1],q[3],q[4]; xx_plus_yy(0.9013172826200289,3.456703831110754) q[0],q[3]; rccx q[4],q[1],q[2]; rcccx q[0],q[1],q[4],q[2]; rcccx q[3],q[4],q[0],q[1]; c3sqrtx q[2],q[3],q[0],q[1]; rcccx q[0],q[1],q[3],q[4]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } qreg q[3]; creg c[3]; t q[0]; z q[1]; t q[2]; crx(3.4825637913968417) q[0],q[1]; id q[1]; cz q[2],q[0]; sxdg q[0]; xx_minus_yy(2.3953837525137174,5.964684699829035) q[2],q[1]; u2(4.500378221247482,4.051976528077406) q[1]; id q[2]; t q[0]; cx q[1],q[2]; cx q[1],q[2]; rccx q[1],q[0],q[2]; id q[1]; cy q[2],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } qreg q[3]; creg c[3]; u(4.496736711422902,0.28344399071765825,2.663788829837061) q[2]; cz q[0],q[1]; cx q[0],q[2]; y q[1]; t q[0]; iswap q[1],q[2]; iswap q[0],q[2]; cswap q[0],q[1],q[2]; cswap q[1],q[0],q[2]; cry(0.33088608051546864) q[0],q[2]; csx q[1],q[2]; crx(0.6056650998574792) q[0],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[5]; creg c[5]; ry(3.026387018011621) q[3]; p(3.6947968818915515) q[2]; ccz q[1],q[4],q[0]; tdg q[3]; rz(4.702823479501832) q[0]; xx_plus_yy(5.572129068112118,0.41150831826645706) q[1],q[2]; sxdg q[3]; h q[2]; x q[1]; u(2.3652913537358202,0.42435152408083704,2.643871207991546) q[1]; u2(5.444074378257794,0.01628999627201528) q[3]; s q[2]; sxdg q[0]; r(2.936045275133461,1.703970448715281) q[4]; r(1.4247146769432135,1.0694761235271786) q[0]; sdg q[4]; ccx q[2],q[1],q[3]; rcccx q[1],q[4],q[0],q[2]; c3sqrtx q[1],q[3],q[0],q[4]; x q[2]; c3sqrtx q[1],q[4],q[3],q[2]; h q[0]; h q[3]; rcccx q[4],q[0],q[1],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
9,4,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate dcx q0,q1 { cx q0,q1; cx q1,q0; } gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } qreg q[4]; creg c[4]; rccx q[1],q[3],q[0]; p(2.734644601889054) q[2]; ccz q[0],q[1],q[3]; x q[2]; dcx q[2],q[0]; cry(5.89739975444774) q[1],q[3]; csdg q[0],q[3]; cz q[2],q[1]; csx q[3],q[0]; u(0.8796349513839419,6.194896185027914,6.171847732460872) q[2]; ccx q[0],q[3],q[2]; x q[1]; csx q[0],q[2]; h q[3]; rxx(2.7218562206550425) q[3],q[2]; rzz(0.881948654450976) q[2],q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
9,4,"OPENQASM 2.0; include ""qelib1.inc""; gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } qreg q[4]; creg c[4]; rx(0.4988784700842646) q[3]; cswap q[1],q[2],q[0]; x q[0]; tdg q[1]; cp(5.231256505317329) q[3],q[2]; cx q[0],q[3]; cu1(1.5099798770437611) q[1],q[2]; iswap q[1],q[3]; cswap q[2],q[0],q[3]; rccx q[2],q[0],q[3]; r(2.7666726761779987,3.0960923037306363) q[2]; cs q[0],q[1]; rccx q[1],q[0],q[3]; c3sqrtx q[2],q[0],q[3],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } qreg q[3]; creg c[3]; crx(5.440635299469446) q[1],q[2]; u2(3.8777904693676652,5.506870357960154) q[0]; cswap q[1],q[0],q[2]; cswap q[2],q[0],q[1]; cx q[1],q[0]; cu(0.9130193576704773,1.5598228961751623,0.20172456533571445,6.271436802739663) q[1],q[0]; cu(3.9068805464801275,2.414927483035611,6.001006961554905,2.135931521023842) q[2],q[1]; t q[0]; xx_plus_yy(1.4836990874682598,3.0946459880377746) q[0],q[2]; u3(3.980509662369369,3.278734531509068,2.9579334964063717) q[1]; ryy(3.2615704126992457) q[2],q[0]; rccx q[1],q[2],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[3]; creg c[3]; cu(3.3161220537684257,3.84190993911923,4.120359153561449,0.7646585885731688) q[1],q[0]; id q[2]; h q[1]; t q[0]; rzx(3.452447618302229) q[2],q[0]; ccz q[0],q[1],q[2]; cx q[1],q[2]; ccx q[0],q[2],q[1]; ccx q[2],q[1],q[0]; ccx q[0],q[1],q[2]; cswap q[0],q[2],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,3,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[3]; creg c[3]; rzx(3.060573508431459) q[1],q[0]; z q[2]; rzx(3.9377659899167305) q[0],q[2]; sdg q[1]; swap q[0],q[1]; u1(5.382933334121056) q[2]; r(4.901339243829831,1.0881306262074242) q[0]; csx q[2],q[1]; csdg q[1],q[2]; u1(2.8168183096241144) q[0]; rzz(5.634367634006001) q[1],q[2]; rz(3.5811120642792154) q[1]; ch q[2],q[0]; ccz q[0],q[2],q[1]; tdg q[0]; cz q[1],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
9,4,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[4]; creg c[4]; ccz q[0],q[3],q[1]; sdg q[2]; c3sqrtx q[3],q[0],q[1],q[2]; c3sqrtx q[1],q[2],q[0],q[3]; cswap q[3],q[0],q[1]; p(1.101423783003696) q[2]; rccx q[3],q[0],q[2]; u1(2.51876736998419) q[1]; rcccx q[2],q[1],q[3],q[0]; cu1(6.199944595329483) q[1],q[0]; rcccx q[3],q[0],q[2],q[1]; c3sqrtx q[3],q[2],q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
9,4,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate dcx q0,q1 { cx q0,q1; cx q1,q0; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } qreg q[4]; creg c[4]; s q[2]; xx_minus_yy(3.263594274411852,1.6345580421613721) q[1],q[3]; u2(2.7576673738284376,0.03039127395308678) q[0]; u(4.010791466566581,0.9213564213523647,1.851887897129904) q[1]; ccx q[0],q[3],q[2]; cu(2.018225137174349,1.841236423315066,5.474043257991648,3.8384974768309164) q[2],q[1]; rx(5.804907663531405) q[3]; rcccx q[1],q[2],q[0],q[3]; rxx(5.09698669217787) q[2],q[3]; rzx(1.9163611805134304) q[1],q[0]; sx q[3]; u2(1.4399503875530133,1.0358367145632315) q[1]; id q[2]; dcx q[3],q[0]; rzx(0.9135303759930271) q[2],q[1]; ecr q[3],q[2]; cu1(0.6097839201183652) q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
